vehicle_id,policy_id,make,model,year,annual_mileage,telematics_score,night_driving_pct,hard_brakes_per_100km,overspeed_events_per_100km,phone_use_pct
V-009461,P-009461,Volkswagen,Polo,2009,14732,72.3,0.401,8.1,3.8,0.067
V-009462,P-009462,Volkswagen,Golf,2008,3259,57.6,0.313,2.6,0.4,0.227
V-009463,P-009463,Toyota,Corolla,2019,13818,74.3,0.336,7.7,3.6,0.294
V-009468,P-009468,Skoda,Superb,2017,15258,90.9,0.311,18.7,3.6,0.244
V-009469,P-009469,Volkswagen,Polo,2005,20913,66.3,0.509,3.9,6.1,0.257
V-009472,P-009472,Renault,Clio,2021,15082,66.6,0.703,3.1,0.8,0.301
V-009476,P-009476,Volkswagen,Polo,2007,23873,63.6,0.367,2.6,1.0,0.172
V-009478,P-009478,Toyota,Corolla,2015,11464,74.9,0.239,1.1,0.3,0.352
V-009479,P-009479,Renault,Megane,2019,2000,62.5,0.118,8.0,1.6,0.22
V-009480,P-009480,Toyota,RAV4,2010,2000,50.6,0.437,8.8,3.2,0.027
V-009481,P-009481,Toyota,Yaris,2006,19591,83.2,0.424,1.9,0.2,0.383
V-009487,P-009487,Renault,Captur,2022,5684,98.0,0.299,2.4,6.0,0.046
V-009490,P-009490,Renault,Megane,2023,14162,62.7,0.608,1.9,1.5,0.156
V-009491,P-009491,Renault,Captur,2009,8445,85.8,0.059,0.3,1.9,0.216
V-009498,P-009498,Renault,Captur,2019,5527,71.2,0.419,5.7,3.6,0.101
V-009501,P-009501,Renault,Captur,2008,3547,67.5,0.429,5.4,0.8,0.421
V-009507,P-009507,Dacia,Duster,2015,10860,78.5,0.296,1.5,0.6,0.043
V-009508,P-009508,Toyota,Corolla,2021,8190,63.8,0.296,8.5,1.3,0.537
V-009509,P-009509,Volkswagen,Polo,2007,18364,61.5,0.361,3.1,0.7,0.353
V-009512,P-009512,Renault,Clio,2022,4012,74.0,0.159,11.2,2.2,0.314
V-009513,P-009513,Dacia,Logan,2009,12358,60.3,0.263,13.0,1.7,0.051
V-009516,P-009516,Toyota,Yaris,2009,4630,63.1,0.349,3.1,3.4,0.303
V-009517,P-009517,Renault,Captur,2021,14675,75.9,0.162,11.0,1.7,0.145
V-009518,P-009518,Dacia,Sandero,2007,5768,58.1,0.399,3.9,2.9,0.142
V-009520,P-009520,Toyota,Corolla,2017,12751,66.5,0.311,4.6,2.1,0.527
V-009523,P-009523,Dacia,Sandero,2008,17452,84.1,0.058,7.2,1.6,0.103
V-009524,P-009524,Volkswagen,Passat,2007,6059,59.3,0.083,1.7,3.8,0.124
V-009525,P-009525,Volkswagen,Golf,2006,3806,66.0,0.491,3.5,4.3,0.139
V-009526,P-009526,Dacia,Logan,2016,29348,69.9,0.168,6.4,0.9,0.524
V-009529,P-009529,Skoda,Fabia,2024,15595,58.1,0.44,0.4,2.1,0.353
V-009530,P-009530,Toyota,RAV4,2013,7880,69.0,0.452,2.3,0.5,0.183
V-009531,P-009531,Volkswagen,Polo,2014,12590,84.4,0.414,2.4,3.6,0.385
V-009532,P-009532,Renault,Clio,2021,9822,69.2,0.255,4.2,3.6,0.32
V-009533,P-009533,Renault,Clio,2024,17711,56.3,0.194,10.8,2.5,0.436
V-009534,P-009534,Volkswagen,Golf,2011,21616,74.5,0.335,1.9,1.7,0.308
V-009535,P-009535,Volkswagen,Passat,2015,13202,64.7,0.276,3.5,1.3,0.333
V-009536,P-009536,Renault,Clio,2010,21179,86.0,0.474,6.1,3.7,0.372
V-009539,P-009539,Skoda,Octavia,2007,10324,84.6,0.487,1.3,0.3,0.403
V-009545,P-009545,Volkswagen,Golf,2021,18156,71.3,0.064,1.2,1.1,0.033
V-009547,P-009547,Volkswagen,Polo,2010,14185,60.5,0.363,15.8,2.1,0.226
V-009548,P-009548,Dacia,Duster,2014,21108,57.6,0.361,2.1,1.0,0.121
V-009550,P-009550,Volkswagen,Golf,2020,3387,64.4,0.317,2.9,1.9,0.411
V-009552,P-009552,Skoda,Octavia,2010,16171,76.4,0.53,2.3,0.1,0.066
V-009553,P-009553,Dacia,Sandero,2024,10383,95.1,0.246,11.9,2.7,0.286
V-009555,P-009555,Dacia,Logan,2009,10244,93.4,0.345,1.8,1.6,0.206
V-009562,P-009562,Dacia,Logan,2021,17554,64.7,0.206,7.7,0.6,0.057
V-009567,P-009567,Skoda,Octavia,2019,18660,65.6,0.051,0.9,1.5,0.294
V-009568,P-009568,Skoda,Superb,2021,18105,68.4,0.145,5.3,1.3,0.168
V-009569,P-009569,Renault,Captur,2011,6273,71.4,0.124,3.3,3.7,0.151
V-009572,P-009572,Toyota,RAV4,2011,12029,76.4,0.342,3.7,1.7,0.264
V-009574,P-009574,Toyota,RAV4,2023,12148,76.5,0.36,7.4,0.4,0.187
V-009581,P-009581,Volkswagen,Golf,2008,14674,61.4,0.139,8.0,3.0,0.118
V-009582,P-009582,Volkswagen,Golf,2024,5706,56.6,0.466,3.5,1.1,0.488
V-009583,P-009583,Toyota,Yaris,2018,13096,65.4,0.295,6.5,3.7,0.354
V-009584,P-009584,Renault,Captur,2014,10688,67.2,0.578,4.3,2.1,0.53
V-009586,P-009586,Volkswagen,Polo,2023,6150,74.9,0.516,2.3,0.2,0.435
V-009590,P-009590,Renault,Clio,2012,2000,42.9,0.377,9.0,1.9,0.239
V-009591,P-009591,Volkswagen,Polo,2020,11607,61.6,0.19,2.7,2.7,0.199
V-009592,P-009592,Volkswagen,Passat,2006,19699,65.1,0.337,0.7,0.7,0.093
V-009594,P-009594,Skoda,Octavia,2024,16363,45.6,0.324,5.8,2.5,0.197
V-009597,P-009597,Volkswagen,Golf,2018,9765,77.2,0.221,0.8,1.1,0.065
V-009598,P-009598,Skoda,Superb,2016,16398,67.8,0.289,2.6,3.8,0.056
V-009601,P-009601,Skoda,Superb,2017,8057,67.6,0.535,0.5,2.0,0.094
V-009602,P-009602,Dacia,Logan,2024,4291,68.0,0.614,2.8,0.0,0.102
V-009606,P-009606,Dacia,Sandero,2008,21976,87.4,0.366,2.8,7.1,0.2
V-009609,P-009609,Skoda,Fabia,2007,14794,82.2,0.114,2.5,4.2,0.289
V-009610,P-009610,Toyota,Corolla,2023,12582,74.5,0.341,2.0,1.5,0.532
V-009611,P-009611,Volkswagen,Polo,2015,18985,70.3,0.607,4.4,2.1,0.153
V-009613,P-009613,Toyota,RAV4,2013,6444,61.5,0.093,5.3,0.2,0.312
V-009615,P-009615,Skoda,Octavia,2017,17171,72.7,0.13,5.4,2.7,0.283
V-009617,P-009617,Dacia,Duster,2007,7457,63.0,0.119,3.7,0.2,0.313
V-009625,P-009625,Skoda,Fabia,2006,2000,91.1,0.127,2.4,3.5,0.093
V-009627,P-009627,Skoda,Superb,2016,10981,68.6,0.064,4.4,0.8,0.156
V-009628,P-009628,Toyota,RAV4,2009,18599,55.9,0.154,8.3,5.3,0.304
V-009630,P-009630,Skoda,Octavia,2016,13699,60.6,0.312,5.8,3.2,0.353
V-009631,P-009631,Toyota,Corolla,2024,3761,74.7,0.21,3.2,3.4,0.417
V-009633,P-009633,Skoda,Octavia,2017,6294,62.3,0.421,1.0,1.3,0.228
V-009636,P-009636,Volkswagen,Golf,2005,2000,57.9,0.369,2.2,6.4,0.276
V-009638,P-009638,Toyota,RAV4,2005,10280,65.0,0.296,5.8,0.5,0.088
V-009639,P-009639,Skoda,Superb,2014,28831,77.7,0.17,0.6,0.0,0.135
V-009641,P-009641,Skoda,Superb,2012,13054,69.3,0.156,2.7,1.4,0.212
V-009642,P-009642,Dacia,Sandero,2011,7980,63.2,0.253,6.7,2.4,0.037
V-009644,P-009644,Renault,Captur,2006,6183,80.4,0.241,2.8,2.0,0.197
V-009646,P-009646,Toyota,Yaris,2008,16446,58.9,0.178,4.1,0.4,0.138
V-009651,P-009651,Renault,Captur,2012,10240,45.2,0.431,0.5,0.2,0.569
V-009652,P-009652,Volkswagen,Golf,2023,8448,48.5,0.177,3.0,0.1,0.359
V-009653,P-009653,Renault,Captur,2007,11134,79.1,0.46,1.9,4.3,0.437
V-009654,P-009654,Renault,Clio,2021,10366,88.2,0.179,11.4,0.2,0.388
V-009658,P-009658,Volkswagen,Passat,2012,18581,82.7,0.106,4.5,0.1,0.225
V-009659,P-009659,Renault,Megane,2012,12955,62.4,0.07,0.8,2.2,0.235
V-009660,P-009660,Dacia,Logan,2010,8938,73.2,0.392,9.0,4.4,0.075
V-009661,P-009661,Skoda,Superb,2007,12254,77.8,0.317,4.9,1.4,0.323
V-009662,P-009662,Skoda,Fabia,2008,3956,74.0,0.154,1.9,0.3,0.227
V-009665,P-009665,Toyota,Yaris,2012,18862,63.0,0.321,2.8,1.5,0.36
V-009666,P-009666,Renault,Captur,2017,11078,77.1,0.411,19.9,1.7,0.241
V-009667,P-009667,Volkswagen,Passat,2011,10904,63.9,0.023,2.3,1.2,0.058
V-009669,P-009669,Toyota,Yaris,2007,19564,60.7,0.221,6.1,6.1,0.393
V-009670,P-009670,Renault,Captur,2013,3379,85.8,0.372,6.9,1.4,0.264
V-009671,P-009671,Volkswagen,Golf,2006,11208,64.9,0.11,1.9,0.4,0.076
V-009672,P-009672,Skoda,Octavia,2015,6896,49.9,0.244,1.0,1.1,0.412
V-009675,P-009675,Volkswagen,Passat,2022,15889,80.4,0.172,2.1,1.3,0.168
V-009676,P-009676,Toyota,Yaris,2018,7659,64.1,0.332,1.0,3.7,0.113
V-009678,P-009678,Toyota,RAV4,2015,15805,75.9,0.437,1.6,0.8,0.058
V-009682,P-009682,Skoda,Superb,2022,5165,79.3,0.236,0.7,0.3,0.17
V-009684,P-009684,Skoda,Fabia,2018,8795,63.0,0.318,3.1,4.1,0.253
V-009685,P-009685,Toyota,RAV4,2017,9432,77.3,0.301,2.5,2.2,0.242
V-009690,P-009690,Dacia,Logan,2020,6538,75.2,0.166,7.5,0.3,0.118
V-009691,P-009691,Toyota,RAV4,2014,30898,49.2,0.539,2.5,2.5,0.112
V-009692,P-009692,Volkswagen,Polo,2006,13024,58.9,0.426,7.0,1.2,0.182
V-009694,P-009694,Toyota,Corolla,2015,8889,60.5,0.125,3.7,3.6,0.188
V-009697,P-009697,Skoda,Octavia,2014,2000,56.7,0.02,2.2,0.6,0.259
V-009698,P-009698,Volkswagen,Passat,2010,7396,59.7,0.353,6.0,1.7,0.046
V-009701,P-009701,Renault,Megane,2018,2289,84.0,0.05,2.5,4.3,0.27
V-009705,P-009705,Volkswagen,Passat,2015,11817,60.1,0.428,6.2,0.3,0.373
V-009706,P-009706,Dacia,Sandero,2013,16791,72.8,0.23,1.0,1.8,0.638
V-009709,P-009709,Toyota,Corolla,2019,18433,60.5,0.642,8.8,3.0,0.196
V-009710,P-009710,Dacia,Logan,2020,14923,66.0,0.084,4.8,1.0,0.204
V-009711,P-009711,Toyota,Corolla,2011,13446,90.8,0.232,1.4,4.7,0.188
V-009712,P-009712,Renault,Clio,2023,10115,78.1,0.351,3.9,3.7,0.047
V-009714,P-009714,Skoda,Superb,2009,6216,76.9,0.424,7.1,1.3,0.369
V-009716,P-009716,Skoda,Octavia,2023,15520,72.1,0.694,3.2,2.4,0.342
V-009718,P-009718,Volkswagen,Passat,2022,14722,83.5,0.32,1.9,1.8,0.316
V-009719,P-009719,Dacia,Duster,2024,15489,59.7,0.416,4.8,2.7,0.217
V-009721,P-009721,Renault,Clio,2014,11588,67.4,0.181,6.6,0.8,0.229
V-009722,P-009722,Renault,Captur,2011,6494,73.9,0.265,2.3,1.1,0.359
V-009723,P-009723,Skoda,Fabia,2014,10796,46.3,0.114,7.2,4.9,0.2
V-009726,P-009726,Volkswagen,Golf,2023,5176,65.5,0.097,3.7,1.2,0.181
V-009729,P-009729,Toyota,RAV4,2006,10146,66.3,0.358,1.9,0.8,0.338
V-009731,P-009731,Volkswagen,Polo,2009,2669,84.7,0.804,0.7,1.9,0.16
V-009734,P-009734,Skoda,Superb,2008,14860,54.4,0.261,15.5,0.6,0.252
V-009735,P-009735,Volkswagen,Golf,2014,2000,37.3,0.158,11.1,5.8,0.316
V-009740,P-009740,Dacia,Logan,2007,12341,95.6,0.312,8.0,3.7,0.24
V-009742,P-009742,Dacia,Sandero,2005,2509,67.7,0.447,0.4,4.1,0.265
V-009746,P-009746,Volkswagen,Passat,2012,21482,50.2,0.471,1.0,0.9,0.191
V-009748,P-009748,Volkswagen,Passat,2015,15265,66.0,0.452,7.6,0.7,0.347
V-009749,P-009749,Volkswagen,Golf,2016,9220,72.6,0.17,18.0,1.5,0.343
V-009754,P-009754,Toyota,Yaris,2021,15559,63.7,0.098,1.2,0.6,0.456
V-009756,P-009756,Skoda,Octavia,2016,7462,75.5,0.392,4.3,2.4,0.321
V-009761,P-009761,Renault,Clio,2009,9451,84.1,0.209,1.6,7.6,0.373
V-009763,P-009763,Dacia,Duster,2016,9516,76.4,0.442,1.8,2.0,0.226
V-009766,P-009766,Volkswagen,Polo,2006,24784,76.5,0.34,13.6,0.6,0.148
V-009767,P-009767,Volkswagen,Passat,2016,3872,48.3,0.415,13.9,3.0,0.028
V-009768,P-009768,Volkswagen,Passat,2023,15560,65.1,0.372,2.5,0.3,0.179
V-009769,P-009769,Skoda,Octavia,2023,12447,79.2,0.05,0.5,5.3,0.294
V-009772,P-009772,Dacia,Logan,2012,3071,44.1,0.231,3.5,3.7,0.572
V-009777,P-009777,Dacia,Logan,2015,4736,79.0,0.09,2.4,0.2,0.68
V-009779,P-009779,Renault,Captur,2005,12513,73.9,0.174,0.2,3.3,0.137
V-009780,P-009780,Toyota,Corolla,2014,9951,66.8,0.012,1.8,1.9,0.239
V-009782,P-009782,Dacia,Duster,2022,18263,75.5,0.338,0.7,6.0,0.307
V-009783,P-009783,Dacia,Logan,2018,11234,63.1,0.449,7.5,0.2,0.161
V-009784,P-009784,Toyota,Yaris,2011,6194,71.7,0.53,2.6,1.1,0.559
V-009785,P-009785,Volkswagen,Golf,2021,17354,72.5,0.17,3.6,0.7,0.236
V-009787,P-009787,Skoda,Fabia,2024,15114,82.8,0.432,6.2,0.9,0.141
V-009788,P-009788,Volkswagen,Polo,2011,12402,58.5,0.175,2.3,7.5,0.22
V-009789,P-009789,Volkswagen,Polo,2007,11717,63.3,0.479,3.3,0.5,0.138
V-009792,P-009792,Skoda,Octavia,2021,15019,46.9,0.189,8.4,5.2,0.063
V-009796,P-009796,Toyota,Yaris,2019,4900,92.8,0.258,14.8,0.5,0.298
V-009797,P-009797,Volkswagen,Polo,2013,17209,53.2,0.298,2.3,3.1,0.193
V-009798,P-009798,Renault,Clio,2020,9081,84.0,0.523,5.7,2.7,0.195
V-009799,P-009799,Toyota,Yaris,2017,12746,65.3,0.148,7.8,0.7,0.314
V-009800,P-009800,Renault,Captur,2011,2000,70.1,0.573,9.4,0.9,0.152
V-009803,P-009803,Dacia,Duster,2023,10156,71.6,0.031,3.7,6.1,0.319
V-009804,P-009804,Dacia,Duster,2009,13075,55.3,0.105,4.0,6.1,0.072
V-009805,P-009805,Skoda,Superb,2022,14654,53.1,0.27,3.1,0.7,0.614
V-009806,P-009806,Volkswagen,Golf,2005,14397,50.2,0.098,4.3,1.3,0.204
V-009807,P-009807,Renault,Megane,2012,13157,93.2,0.19,6.4,1.3,0.147
V-009810,P-009810,Toyota,RAV4,2012,10023,80.8,0.451,5.8,1.3,0.216
V-009811,P-009811,Dacia,Logan,2006,11778,88.3,0.216,2.8,1.9,0.277
V-009812,P-009812,Volkswagen,Passat,2021,8384,58.9,0.626,2.9,1.2,0.207
V-009813,P-009813,Volkswagen,Golf,2021,21420,67.1,0.538,6.3,2.7,0.066
V-009816,P-009816,Renault,Captur,2010,10430,69.1,0.524,2.4,2.7,0.595
V-009817,P-009817,Dacia,Logan,2012,7282,78.8,0.287,5.1,0.3,0.33
V-009820,P-009820,Renault,Clio,2008,21163,43.6,0.422,6.4,9.0,0.162
V-009821,P-009821,Skoda,Superb,2015,15150,60.2,0.246,4.0,1.7,0.153
V-009822,P-009822,Volkswagen,Golf,2006,10672,61.2,0.585,0.6,3.4,0.371
V-009823,P-009823,Toyota,Corolla,2010,18415,79.1,0.043,11.4,0.1,0.134
V-009824,P-009824,Skoda,Octavia,2014,24343,75.7,0.329,0.4,4.5,0.07
V-009825,P-009825,Dacia,Sandero,2016,23926,96.3,0.016,2.1,0.8,0.337
V-009826,P-009826,Volkswagen,Passat,2007,15088,59.7,0.297,3.6,0.6,0.173
V-009827,P-009827,Dacia,Logan,2009,7863,71.5,0.041,6.7,3.0,0.141
V-009832,P-009832,Dacia,Sandero,2019,6287,66.6,0.443,6.9,1.1,0.361
V-009833,P-009833,Volkswagen,Polo,2015,7531,72.5,0.125,4.1,0.3,0.216
V-009834,P-009834,Renault,Megane,2012,18944,81.6,0.096,1.9,8.9,0.563
V-009835,P-009835,Volkswagen,Passat,2019,25647,73.9,0.39,1.6,2.2,0.447
V-009838,P-009838,Skoda,Superb,2009,8530,78.0,0.372,8.4,3.0,0.346
V-009839,P-009839,Toyota,Corolla,2018,16543,37.5,0.329,6.9,1.2,0.298
V-009840,P-009840,Renault,Captur,2021,13987,74.5,0.121,6.3,0.9,0.207
V-009841,P-009841,Toyota,Corolla,2009,15547,73.4,0.44,8.3,0.9,0.316
V-009843,P-009843,Dacia,Sandero,2007,5666,46.0,0.21,4.0,0.4,0.444
V-009847,P-009847,Skoda,Fabia,2019,7097,65.2,0.589,2.0,8.1,0.168
V-009849,P-009849,Renault,Captur,2024,11593,76.1,0.457,5.0,1.3,0.291
V-009852,P-009852,Dacia,Logan,2009,4973,76.9,0.184,1.1,0.2,0.199
V-009854,P-009854,Skoda,Fabia,2020,17856,85.1,0.314,3.5,0.5,0.131
V-009857,P-009857,Dacia,Sandero,2010,16111,77.4,0.211,1.1,0.1,0.079
V-009858,P-009858,Renault,Clio,2015,12136,59.9,0.143,1.7,1.4,0.139
V-009861,P-009861,Dacia,Duster,2014,19727,57.3,0.45,3.3,6.3,0.337
V-009869,P-009869,Dacia,Sandero,2020,5164,76.7,0.569,4.6,2.3,0.21
V-009871,P-009871,Skoda,Octavia,2021,7789,75.3,0.308,3.2,3.8,0.352
V-009873,P-009873,Toyota,Corolla,2016,21516,87.1,0.352,8.2,1.5,0.419
V-009876,P-009876,Dacia,Duster,2014,5669,62.6,0.707,3.0,0.1,0.145
V-009877,P-009877,Skoda,Octavia,2017,24530,65.4,0.528,2.7,5.7,0.564
V-009878,P-009878,Toyota,RAV4,2016,10732,78.2,0.118,3.9,0.7,0.141
V-009880,P-009880,Renault,Megane,2022,10874,55.9,0.51,1.8,3.2,0.11
V-009886,P-009886,Renault,Clio,2010,4059,63.3,0.367,1.6,1.7,0.163
V-009888,P-009888,Dacia,Logan,2023,18049,66.5,0.127,4.5,5.1,0.453
V-009889,P-009889,Dacia,Duster,2023,3292,81.4,0.069,9.6,10.4,0.121
V-009890,P-009890,Skoda,Octavia,2022,14767,41.9,0.143,10.4,2.4,0.13
V-009893,P-009893,Dacia,Sandero,2005,10668,54.8,0.232,2.4,0.5,0.145
V-009896,P-009896,Dacia,Logan,2023,10256,56.3,0.07,8.8,1.2,0.318
V-009899,P-009899,Volkswagen,Polo,2010,14543,70.9,0.427,0.6,0.2,0.299
V-009900,P-009900,Dacia,Sandero,2024,10247,55.4,0.193,2.6,0.6,0.259
V-009901,P-009901,Dacia,Logan,2017,2190,77.8,0.143,7.4,0.3,0.327
V-009904,P-009904,Dacia,Sandero,2015,10377,88.7,0.471,5.4,6.3,0.46
V-009905,P-009905,Dacia,Logan,2009,5155,55.6,0.407,7.1,6.5,0.24
V-009906,P-009906,Renault,Clio,2023,13826,73.5,0.34,2.6,6.0,0.086
V-009907,P-009907,Volkswagen,Passat,2010,6960,72.7,0.502,7.6,0.5,0.373
V-009908,P-009908,Skoda,Octavia,2016,3544,83.7,0.087,0.4,3.0,0.433
V-009909,P-009909,Renault,Captur,2022,12017,53.1,0.222,3.7,2.8,0.54
V-009911,P-009911,Renault,Megane,2006,11357,54.6,0.4,10.6,3.4,0.29
V-009918,P-009918,Volkswagen,Golf,2020,7020,90.1,0.185,0.8,0.0,0.13
V-009919,P-009919,Volkswagen,Golf,2011,13841,82.7,0.165,6.7,1.6,0.527
V-009922,P-009922,Renault,Clio,2007,8128,53.1,0.439,3.3,2.5,0.206
V-009926,P-009926,Toyota,Corolla,2020,12652,72.8,0.304,2.2,4.2,0.612
V-009929,P-009929,Renault,Megane,2008,24060,86.2,0.139,4.7,2.8,0.255
V-009931,P-009931,Volkswagen,Golf,2014,8119,71.3,0.161,4.5,1.7,0.158
V-009934,P-009934,Dacia,Duster,2022,5608,68.3,0.412,3.2,0.8,0.199
V-009938,P-009938,Toyota,Yaris,2022,13659,70.5,0.281,5.0,3.3,0.277
V-009940,P-009940,Skoda,Octavia,2016,16540,60.7,0.461,3.5,2.5,0.082
V-009941,P-009941,Dacia,Logan,2007,14171,42.8,0.117,1.7,2.4,0.287
V-009943,P-009943,Skoda,Fabia,2022,4978,72.0,0.415,2.7,4.7,0.076
V-009947,P-009947,Dacia,Logan,2009,18470,74.5,0.377,0.2,1.3,0.151
V-009956,P-009956,Renault,Captur,2018,16731,68.4,0.46,2.1,1.3,0.409
V-009957,P-009957,Renault,Captur,2010,9278,66.3,0.226,1.3,2.2,0.592
V-009962,P-009962,Renault,Megane,2018,13074,82.6,0.217,8.3,0.6,0.303
V-009969,P-009969,Toyota,Corolla,2023,6788,77.4,0.402,4.8,2.8,0.19
V-009971,P-009971,Toyota,RAV4,2017,12307,74.0,0.379,3.9,4.0,0.277
V-009973,P-009973,Renault,Captur,2023,9188,70.3,0.376,3.0,4.6,0.11
V-009975,P-009975,Skoda,Superb,2020,21978,52.7,0.125,6.6,2.2,0.046
V-009976,P-009976,Renault,Clio,2008,2000,43.2,0.221,3.8,6.1,0.337
V-009978,P-009978,Dacia,Sandero,2006,6418,80.6,0.166,6.5,4.0,0.205
V-009980,P-009980,Toyota,RAV4,2022,7680,78.4,0.404,0.8,0.7,0.187
V-009983,P-009983,Volkswagen,Passat,2022,21189,95.5,0.364,1.5,5.1,0.547
V-009984,P-009984,Dacia,Logan,2006,10109,71.1,0.137,1.2,1.6,0.314
V-009986,P-009986,Skoda,Fabia,2017,19114,73.5,0.262,6.8,2.4,0.181
V-009988,P-009988,Volkswagen,Golf,2023,12618,72.5,0.483,0.5,3.2,0.359
V-009989,P-009989,Skoda,Superb,2011,11224,63.9,0.192,15.4,8.2,0.201
V-009990,P-009990,Toyota,Yaris,2021,9538,44.8,0.36,5.6,2.5,0.174
V-009992,P-009992,Volkswagen,Polo,2019,23404,80.6,0.297,6.1,1.9,0.082
V-009993,P-009993,Skoda,Fabia,2013,10937,67.2,0.324,4.0,3.0,0.16
V-009994,P-009994,Dacia,Logan,2019,24663,59.8,0.252,6.1,3.6,0.299
V-009996,P-009996,Volkswagen,Golf,2010,19272,77.4,0.178,0.9,2.6,0.457
V-009998,P-009998,Toyota,RAV4,2019,9672,63.0,0.528,8.5,1.1,0.264
V-010001,P-010001,Volkswagen,Polo,2009,14505,75.1,0.251,3.7,1.0,0.148
V-010002,P-010002,Renault,Megane,2009,5768,75.6,0.355,3.6,1.8,0.19
V-010003,P-010003,Toyota,Corolla,2010,17993,49.0,0.353,3.1,2.8,0.231
V-010005,P-010005,Dacia,Sandero,2021,18846,64.6,0.217,5.9,2.4,0.525
V-010007,P-010007,Volkswagen,Passat,2020,9122,73.5,0.314,3.9,0.3,0.263
V-010008,P-010008,Dacia,Duster,2021,8292,68.9,0.36,9.6,0.8,0.355
V-010010,P-010010,Toyota,Corolla,2024,10762,74.7,0.205,1.3,2.2,0.473
V-010013,P-010013,Volkswagen,Passat,2015,9483,65.7,0.172,2.7,9.4,0.03
V-010015,P-010015,Skoda,Octavia,2013,22311,62.1,0.284,0.8,2.0,0.327
V-010016,P-010016,Dacia,Logan,2012,6692,67.8,0.315,8.5,1.3,0.46
V-010019,P-010019,Toyota,Corolla,2022,11851,75.2,0.244,2.8,5.0,0.143
V-010020,P-010020,Toyota,RAV4,2016,17531,84.1,0.288,1.4,0.6,0.373
V-010021,P-010021,Skoda,Fabia,2017,8521,53.5,0.373,3.9,4.2,0.397
V-010023,P-010023,Toyota,Yaris,2020,7940,41.6,0.531,3.8,3.2,0.364
V-010025,P-010025,Volkswagen,Golf,2021,10693,55.7,0.479,3.7,1.2,0.231
V-010029,P-010029,Renault,Megane,2020,4184,55.6,0.385,10.6,2.0,0.186
V-010030,P-010030,Toyota,Corolla,2020,11821,72.8,0.212,5.7,0.1,0.166
V-010031,P-010031,Volkswagen,Golf,2015,10591,64.1,0.224,0.9,0.9,0.224
V-010033,P-010033,Skoda,Octavia,2011,14209,94.3,0.101,4.4,2.9,0.248
V-010034,P-010034,Renault,Megane,2019,9600,56.5,0.345,1.8,1.9,0.389
V-010036,P-010036,Dacia,Sandero,2010,17843,67.1,0.335,4.1,0.0,0.282
V-010038,P-010038,Renault,Megane,2008,12746,55.3,0.027,2.2,3.2,0.334
V-010039,P-010039,Toyota,Corolla,2021,5780,60.2,0.489,1.8,3.4,0.202
V-010040,P-010040,Skoda,Superb,2022,2000,48.6,0.211,7.8,1.9,0.784
V-010041,P-010041,Renault,Megane,2006,7030,68.5,0.132,2.8,0.0,0.227
V-010042,P-010042,Renault,Megane,2016,9048,75.7,0.555,4.5,1.0,0.278
V-010045,P-010045,Toyota,Corolla,2009,20163,48.7,0.541,8.1,0.6,0.168
V-010046,P-010046,Volkswagen,Polo,2014,16397,72.5,0.119,13.6,0.7,0.225
V-010047,P-010047,Skoda,Superb,2008,6362,53.0,0.291,6.8,0.1,0.172
V-010048,P-010048,Toyota,Corolla,2018,11593,83.8,0.232,5.7,1.2,0.66
V-010049,P-010049,Volkswagen,Golf,2013,12962,52.4,0.399,0.9,0.1,0.507
V-010050,P-010050,Toyota,Yaris,2016,10384,72.8,0.173,1.9,3.7,0.109
V-010051,P-010051,Renault,Megane,2008,14677,64.6,0.057,4.4,4.2,0.13
V-010055,P-010055,Dacia,Logan,2015,16867,68.5,0.575,2.1,3.4,0.071
V-010056,P-010056,Skoda,Fabia,2013,21028,70.9,0.325,3.0,0.3,0.268
V-010057,P-010057,Dacia,Logan,2018,8375,71.6,0.172,1.0,2.6,0.252
V-010062,P-010062,Dacia,Sandero,2006,7804,67.1,0.15,9.3,1.6,0.303
V-010063,P-010063,Renault,Clio,2008,4368,91.9,0.22,3.8,4.4,0.423
V-010068,P-010068,Volkswagen,Passat,2017,14619,71.8,0.773,4.6,2.3,0.311
V-010071,P-010071,Skoda,Fabia,2023,15544,82.0,0.102,2.6,0.3,0.299
V-010072,P-010072,Skoda,Octavia,2021,14706,50.5,0.236,4.7,0.9,0.466
V-010075,P-010075,Skoda,Superb,2006,12283,61.5,0.363,2.1,1.0,0.187
V-010076,P-010076,Toyota,Yaris,2021,9838,78.7,0.32,3.1,1.5,0.318
V-010080,P-010080,Skoda,Superb,2011,4260,68.7,0.453,4.1,0.5,0.294
V-010081,P-010081,Volkswagen,Golf,2007,9531,82.6,0.188,4.4,2.7,0.034
V-010083,P-010083,Skoda,Fabia,2010,7963,68.7,0.109,4.4,2.3,0.282
V-010085,P-010085,Renault,Megane,2008,21653,89.2,0.191,4.4,4.3,0.336
V-010086,P-010086,Renault,Megane,2006,12905,50.7,0.633,2.5,4.7,0.211
V-010087,P-010087,Volkswagen,Golf,2018,9128,78.5,0.321,2.7,4.2,0.253
V-010088,P-010088,Renault,Megane,2024,11897,53.5,0.361,1.5,5.9,0.219
V-010089,P-010089,Volkswagen,Passat,2022,8572,69.7,0.153,1.8,10.9,0.355
V-010092,P-010092,Skoda,Superb,2005,7554,51.5,0.056,2.5,2.7,0.172
V-010094,P-010094,Renault,Clio,2021,18154,69.3,0.221,4.8,1.3,0.683
