property_id,policy_id,location_type,sprinkler_grade,building_value,contents_value,year_built,construction,area_sqm,floors,has_alarm,replacement_cost
C-010887,P-010887,warehouse,B,700715.23,1004296.12,,,,,,
H-010888,P-010888,,,,,1976.0,brick,40.0,1.0,True,33965.45
C-010889,P-010889,office,B,3077742.96,1938849.29,,,,,,
H-010890,P-010890,,,,,2016.0,brick,168.0,2.0,True,137506.42
C-010892,P-010892,office,None,1180033.03,452754.52,,,,,,
H-010894,P-010894,,,,,1983.0,concrete,122.0,1.0,False,101475.63
H-010897,P-010897,,,,,1972.0,concrete,73.0,1.0,False,52189.05
H-010900,P-010900,,,,,2021.0,brick,114.0,3.0,False,101261.69
H-010902,P-010902,,,,,2019.0,brick,134.0,1.0,False,96324.75
H-010906,P-010906,,,,,1994.0,brick,110.0,2.0,True,126067.12
H-010907,P-010907,,,,,1969.0,brick,79.0,2.0,True,71549.96
C-010910,P-010910,office,None,4632593.0,1680255.68,,,,,,
H-010913,P-010913,,,,,1965.0,wood,139.0,2.0,True,124338.01
H-010918,P-010918,,,,,1998.0,brick,51.0,1.0,False,41438.45
H-010919,P-010919,,,,,1981.0,brick,106.0,2.0,False,135214.33
H-010920,P-010920,,,,,1993.0,brick,94.0,2.0,False,73233.99
C-010926,P-010926,warehouse,A,2665309.75,2109997.34,,,,,,
C-010927,P-010927,office,A,3509124.08,1067310.46,,,,,,
H-010928,P-010928,,,,,1978.0,concrete,80.0,2.0,False,103009.77
C-010929,P-010929,office,C,4884375.58,1665951.29,,,,,,
C-010930,P-010930,retail,None,3221664.95,688890.66,,,,,,
H-010932,P-010932,,,,,2011.0,wood,116.0,1.0,True,86531.92
H-010936,P-010936,,,,,2009.0,concrete,51.0,1.0,False,62813.06
C-010937,P-010937,warehouse,B,440065.56,1523146.88,,,,,,
H-010938,P-010938,,,,,1965.0,concrete,150.0,2.0,True,153503.07
H-010939,P-010939,,,,,2000.0,brick,135.0,1.0,False,94347.75
H-010941,P-010941,,,,,2006.0,concrete,83.0,2.0,False,46292.4
C-010945,P-010945,office,C,2508647.07,952264.44,,,,,,
H-010949,P-010949,,,,,1977.0,brick,75.0,1.0,True,55779.58
H-010951,P-010951,,,,,1971.0,brick,111.0,2.0,True,135772.28
H-010954,P-010954,,,,,2011.0,concrete,121.0,1.0,True,118745.26
H-010957,P-010957,,,,,2005.0,brick,157.0,3.0,False,125496.33
H-010958,P-010958,,,,,2011.0,brick,170.0,1.0,False,183068.34
H-010959,P-010959,,,,,1996.0,concrete,131.0,2.0,True,153160.23
H-010961,P-010961,,,,,2008.0,concrete,82.0,2.0,False,85231.53
H-010963,P-010963,,,,,1996.0,brick,108.0,1.0,False,93921.16
H-010964,P-010964,,,,,1996.0,brick,103.0,2.0,False,94275.65
H-010965,P-010965,,,,,2002.0,concrete,151.0,2.0,False,125797.57
H-010967,P-010967,,,,,1982.0,concrete,176.0,3.0,False,149174.04
H-010968,P-010968,,,,,2014.0,brick,113.0,1.0,False,120894.19
H-010974,P-010974,,,,,2012.0,brick,125.0,2.0,True,107153.17
H-010975,P-010975,,,,,2006.0,brick,40.0,2.0,False,30513.91
H-010976,P-010976,,,,,2021.0,concrete,123.0,1.0,True,145546.77
C-010977,P-010977,office,B,2919124.62,394709.29,,,,,,
H-010978,P-010978,,,,,2004.0,concrete,84.0,1.0,False,73381.5
C-010984,P-010984,warehouse,B,3730579.26,2382399.02,,,,,,
H-010989,P-010989,,,,,1986.0,brick,164.0,1.0,True,166751.69
H-010996,P-010996,,,,,2016.0,wood,100.0,3.0,True,89954.57
C-010997,P-010997,office,None,2570766.14,2112803.08,,,,,,
C-011001,P-011001,office,C,435672.69,138510.14,,,,,,
H-011004,P-011004,,,,,2023.0,brick,40.0,1.0,False,28916.24
C-011005,P-011005,office,B,617672.34,952345.23,,,,,,
H-011009,P-011009,,,,,1974.0,wood,115.0,3.0,True,115216.48
H-011010,P-011010,,,,,2006.0,concrete,69.0,1.0,False,59092.66
H-011012,P-011012,,,,,1973.0,brick,116.0,1.0,True,130844.83
H-011014,P-011014,,,,,1965.0,concrete,107.0,3.0,True,115686.23
H-011016,P-011016,,,,,1976.0,concrete,92.0,1.0,False,80204.57
C-011018,P-011018,office,C,278715.53,922949.68,,,,,,
C-011020,P-011020,warehouse,C,347293.02,895842.31,,,,,,
H-011023,P-011023,,,,,1969.0,wood,103.0,2.0,True,99380.37
H-011027,P-011027,,,,,1984.0,brick,85.0,3.0,False,82651.85
C-011035,P-011035,office,B,2120200.62,1040238.52,,,,,,
C-011036,P-011036,warehouse,A,198816.88,392710.7,,,,,,
H-011038,P-011038,,,,,2022.0,concrete,131.0,1.0,False,124299.98
C-011042,P-011042,retail,C,365698.98,1142349.98,,,,,,
C-011047,P-011047,office,B,2997249.22,93893.66,,,,,,
H-011049,P-011049,,,,,1997.0,brick,79.0,2.0,True,73004.28
H-011050,P-011050,,,,,2006.0,wood,110.0,2.0,True,103657.28
C-011051,P-011051,warehouse,A,2787806.26,1488828.22,,,,,,
C-011052,P-011052,retail,C,4446414.19,1174225.41,,,,,,
C-011067,P-011067,retail,C,1558101.16,2034450.24,,,,,,
H-011068,P-011068,,,,,1984.0,brick,127.0,2.0,False,101010.55
H-011073,P-011073,,,,,2014.0,brick,78.0,1.0,False,96688.63
H-011075,P-011075,,,,,2008.0,brick,84.0,1.0,False,60672.37
H-011080,P-011080,,,,,2019.0,concrete,165.0,2.0,False,190060.79
H-011084,P-011084,,,,,2017.0,concrete,157.0,2.0,False,191917.61
H-011088,P-011088,,,,,2012.0,brick,110.0,1.0,True,126412.39
H-011092,P-011092,,,,,1976.0,concrete,101.0,1.0,True,69647.74
H-011097,P-011097,,,,,2020.0,brick,71.0,1.0,True,51873.97
H-011104,P-011104,,,,,1970.0,concrete,173.0,1.0,True,107438.38
C-011106,P-011106,warehouse,C,189364.98,1568466.24,,,,,,
C-011112,P-011112,office,B,4986956.55,1597471.58,,,,,,
C-011116,P-011116,office,B,2311569.99,1786779.54,,,,,,
H-011117,P-011117,,,,,2004.0,brick,104.0,3.0,False,86282.03
H-011119,P-011119,,,,,1968.0,brick,85.0,1.0,True,70026.83
H-011121,P-011121,,,,,2016.0,concrete,142.0,1.0,True,122169.23
C-011122,P-011122,office,B,4083515.7,289261.21,,,,,,
H-011124,P-011124,,,,,1972.0,brick,73.0,1.0,True,79801.04
H-011131,P-011131,,,,,1998.0,brick,40.0,2.0,True,33691.98
H-011132,P-011132,,,,,2021.0,concrete,73.0,1.0,True,69591.82
H-011133,P-011133,,,,,1969.0,wood,122.0,2.0,False,139068.36
H-011134,P-011134,,,,,1981.0,brick,47.0,1.0,False,33556.45
H-011137,P-011137,,,,,2009.0,brick,184.0,1.0,False,178924.13
C-011139,P-011139,warehouse,A,348281.57,2290911.08,,,,,,
H-011151,P-011151,,,,,2014.0,brick,53.0,1.0,False,37225.36
H-011152,P-011152,,,,,1997.0,concrete,58.0,1.0,False,43671.58
H-011155,P-011155,,,,,1986.0,brick,71.0,3.0,False,73563.84
C-011157,P-011157,retail,A,3590857.04,1152511.47,,,,,,
C-011159,P-011159,factory,B,3792020.37,1639989.71,,,,,,
H-011161,P-011161,,,,,1983.0,brick,137.0,2.0,False,124730.88
H-011164,P-011164,,,,,2001.0,brick,166.0,1.0,True,154894.44
H-011166,P-011166,,,,,1989.0,brick,101.0,2.0,False,73601.31
H-011173,P-011173,,,,,1995.0,brick,53.0,3.0,True,43074.47
H-011177,P-011177,,,,,1980.0,concrete,150.0,2.0,False,153506.95
C-011178,P-011178,warehouse,C,174206.07,585864.71,,,,,,
H-011183,P-011183,,,,,1998.0,concrete,123.0,2.0,False,85937.45
H-011187,P-011187,,,,,1997.0,brick,150.0,1.0,False,108989.69
C-011189,P-011189,warehouse,C,2816901.18,260852.02,,,,,,
H-011190,P-011190,,,,,1974.0,brick,109.0,1.0,True,109944.8
H-011194,P-011194,,,,,1976.0,brick,74.0,1.0,False,74432.06
H-011197,P-011197,,,,,1999.0,concrete,107.0,1.0,True,103292.84
C-011199,P-011199,office,A,474043.05,421911.18,,,,,,
C-011201,P-011201,office,A,1592723.77,233951.74,,,,,,
C-011202,P-011202,warehouse,B,2956547.9,2295886.49,,,,,,
C-011203,P-011203,warehouse,C,2421659.19,1003362.32,,,,,,
H-011204,P-011204,,,,,2020.0,brick,61.0,1.0,True,62411.48
H-011205,P-011205,,,,,1991.0,brick,63.0,3.0,True,50366.5
H-011211,P-011211,,,,,1998.0,brick,40.0,2.0,True,50050.12
H-011212,P-011212,,,,,1973.0,concrete,78.0,2.0,True,67711.17
H-011220,P-011220,,,,,1984.0,concrete,113.0,2.0,True,102265.31
H-011225,P-011225,,,,,2004.0,brick,45.0,2.0,True,33840.55
C-011228,P-011228,warehouse,C,1873265.34,618291.78,,,,,,
H-011230,P-011230,,,,,1984.0,brick,115.0,1.0,False,117091.96
C-011237,P-011237,warehouse,C,2235441.93,1250510.13,,,,,,
H-011238,P-011238,,,,,2002.0,brick,151.0,1.0,True,143043.02
H-011241,P-011241,,,,,2007.0,concrete,132.0,2.0,True,107434.49
H-011242,P-011242,,,,,1991.0,concrete,102.0,3.0,False,130964.78
H-011244,P-011244,,,,,1996.0,concrete,74.0,1.0,True,61220.93
H-011245,P-011245,,,,,2003.0,concrete,74.0,3.0,True,59263.87
H-011246,P-011246,,,,,1978.0,concrete,137.0,1.0,False,90321.54
C-011248,P-011248,factory,None,1194227.17,636200.33,,,,,,
H-011249,P-011249,,,,,2011.0,brick,40.0,2.0,True,35142.1
C-011251,P-011251,factory,C,1236223.41,1151624.08,,,,,,
H-011252,P-011252,,,,,2017.0,concrete,133.0,1.0,False,122767.44
H-011253,P-011253,,,,,1970.0,concrete,56.0,1.0,False,65408.16
C-011255,P-011255,retail,B,590029.89,1481389.97,,,,,,
C-011256,P-011256,factory,A,2323561.04,595802.47,,,,,,
H-011259,P-011259,,,,,1984.0,concrete,110.0,2.0,True,71433.37
H-011261,P-011261,,,,,2015.0,concrete,85.0,1.0,True,93776.01
H-011262,P-011262,,,,,2014.0,brick,77.0,2.0,True,58185.21
C-011266,P-011266,factory,A,1515564.5,892423.59,,,,,,
H-011271,P-011271,,,,,1965.0,concrete,106.0,1.0,True,98161.57
H-011274,P-011274,,,,,1973.0,concrete,88.0,1.0,True,89539.74
H-011278,P-011278,,,,,1994.0,brick,76.0,1.0,False,73096.13
H-011279,P-011279,,,,,1994.0,brick,176.0,1.0,False,140397.77
C-011280,P-011280,warehouse,C,1334322.46,2106528.4,,,,,,
C-011281,P-011281,warehouse,A,4500273.05,1678788.17,,,,,,
H-011283,P-011283,,,,,1982.0,concrete,151.0,2.0,True,111654.5
H-011289,P-011289,,,,,1982.0,concrete,87.0,2.0,True,98512.14
H-011290,P-011290,,,,,2014.0,concrete,116.0,2.0,False,111883.07
H-011293,P-011293,,,,,1979.0,concrete,145.0,1.0,True,125026.6
H-011297,P-011297,,,,,2003.0,brick,48.0,2.0,True,44013.67
H-011301,P-011301,,,,,1969.0,concrete,151.0,1.0,False,183596.52
H-011302,P-011302,,,,,2020.0,brick,183.0,1.0,True,148420.08
C-011304,P-011304,warehouse,C,1073655.4,843504.33,,,,,,
H-011305,P-011305,,,,,2011.0,brick,94.0,1.0,True,68260.48
C-011308,P-011308,warehouse,C,1989109.77,1669227.46,,,,,,
H-011309,P-011309,,,,,2023.0,brick,85.0,2.0,True,72902.58
C-011311,P-011311,warehouse,None,1773218.2,1283151.87,,,,,,
H-011313,P-011313,,,,,2016.0,concrete,105.0,2.0,False,99082.82
C-011314,P-011314,warehouse,B,4056216.91,2041853.8,,,,,,
C-011316,P-011316,warehouse,B,773887.68,676936.23,,,,,,
C-011323,P-011323,office,A,517387.67,872014.25,,,,,,
C-011336,P-011336,retail,B,1191669.17,536082.27,,,,,,
H-011337,P-011337,,,,,1965.0,concrete,89.0,1.0,False,78356.77
C-011340,P-011340,retail,B,2998668.89,1757413.96,,,,,,
H-011341,P-011341,,,,,2005.0,brick,99.0,2.0,True,81535.04
H-011342,P-011342,,,,,1991.0,concrete,107.0,1.0,True,83140.3
C-011345,P-011345,office,C,2017942.04,1587701.43,,,,,,
C-011349,P-011349,warehouse,C,2522705.55,1470892.79,,,,,,
H-011350,P-011350,,,,,1972.0,concrete,125.0,1.0,True,95230.35
C-011352,P-011352,office,None,4717657.21,250725.02,,,,,,
H-011358,P-011358,,,,,2003.0,concrete,134.0,2.0,True,105535.33
C-011360,P-011360,warehouse,B,3305254.15,1089302.75,,,,,,
H-011366,P-011366,,,,,2006.0,concrete,158.0,1.0,False,153379.87
H-011367,P-011367,,,,,2003.0,brick,147.0,2.0,True,168465.74
H-011369,P-011369,,,,,1965.0,concrete,92.0,2.0,False,107389.06
H-011370,P-011370,,,,,1995.0,concrete,61.0,2.0,True,62858.99
H-011373,P-011373,,,,,1989.0,concrete,176.0,1.0,True,161752.45
H-011375,P-011375,,,,,1984.0,brick,91.0,1.0,False,103964.75
H-011379,P-011379,,,,,1989.0,concrete,123.0,1.0,False,115011.26
H-011385,P-011385,,,,,1991.0,concrete,149.0,1.0,True,121428.49
C-011389,P-011389,warehouse,A,3666588.68,1905621.98,,,,,,
H-011390,P-011390,,,,,1976.0,concrete,60.0,3.0,True,59816.51
C-011391,P-011391,retail,A,4687366.22,209993.62,,,,,,
H-011397,P-011397,,,,,2001.0,brick,137.0,1.0,True,123834.25
H-011399,P-011399,,,,,1967.0,brick,149.0,2.0,False,114081.95
H-011402,P-011402,,,,,1981.0,concrete,40.0,2.0,True,25865.41
H-011403,P-011403,,,,,2014.0,brick,95.0,1.0,False,89983.26
C-011406,P-011406,office,A,4116579.72,1805954.35,,,,,,
H-011409,P-011409,,,,,1978.0,concrete,173.0,2.0,True,115011.95
C-011411,P-011411,warehouse,B,2121407.82,176258.96,,,,,,
H-011412,P-011412,,,,,1984.0,brick,105.0,2.0,False,100479.52
C-011414,P-011414,office,A,904004.35,414134.74,,,,,,
H-011416,P-011416,,,,,1984.0,brick,147.0,1.0,True,146298.7
H-011417,P-011417,,,,,2004.0,concrete,101.0,1.0,False,83821.74
H-011421,P-011421,,,,,1997.0,brick,89.0,2.0,False,86553.27
H-011424,P-011424,,,,,1984.0,brick,184.0,1.0,False,215558.37
H-011425,P-011425,,,,,2009.0,brick,87.0,1.0,True,86027.98
H-011426,P-011426,,,,,1989.0,concrete,98.0,3.0,True,109645.51
H-011429,P-011429,,,,,2017.0,concrete,65.0,1.0,False,51299.98
H-011433,P-011433,,,,,1999.0,concrete,121.0,3.0,False,87565.15
H-011434,P-011434,,,,,2011.0,brick,141.0,1.0,True,130056.46
H-011440,P-011440,,,,,1986.0,brick,138.0,1.0,False,129373.14
H-011442,P-011442,,,,,1994.0,brick,129.0,2.0,True,130167.64
H-011446,P-011446,,,,,1988.0,concrete,128.0,2.0,True,91373.3
H-011447,P-011447,,,,,1971.0,concrete,71.0,2.0,True,55619.13
H-011450,P-011450,,,,,2016.0,brick,92.0,2.0,True,81601.18
C-011451,P-011451,warehouse,B,2964242.58,1720691.5,,,,,,
H-011453,P-011453,,,,,1980.0,brick,96.0,2.0,True,80192.32
H-011458,P-011458,,,,,1982.0,brick,146.0,2.0,False,151100.0
C-011462,P-011462,office,B,2156941.66,349350.89,,,,,,
H-011465,P-011465,,,,,2018.0,brick,113.0,2.0,True,131862.4
H-011466,P-011466,,,,,2004.0,brick,98.0,1.0,True,98050.35
C-011467,P-011467,factory,C,188218.38,867351.09,,,,,,
H-011469,P-011469,,,,,1978.0,brick,168.0,2.0,False,110937.28
H-011471,P-011471,,,,,2011.0,brick,113.0,3.0,True,107515.06
C-011472,P-011472,retail,A,1745601.15,1258358.83,,,,,,
H-011473,P-011473,,,,,1972.0,concrete,102.0,2.0,True,70331.16
C-011475,P-011475,retail,C,2690493.3,579804.26,,,,,,
H-011479,P-011479,,,,,2001.0,brick,135.0,1.0,False,125370.22
C-011481,P-011481,office,C,1768557.55,1345230.55,,,,,,
H-011482,P-011482,,,,,1991.0,brick,98.0,1.0,False,83359.16
C-011483,P-011483,factory,C,4281303.45,1741082.75,,,,,,
H-011487,P-011487,,,,,1976.0,brick,181.0,1.0,False,143278.56
C-011490,P-011490,factory,C,4174985.57,1672393.25,,,,,,
C-011494,P-011494,factory,B,3412000.25,625816.44,,,,,,
H-011495,P-011495,,,,,2014.0,brick,120.0,1.0,True,150257.59
H-011496,P-011496,,,,,1973.0,concrete,51.0,1.0,False,39897.22
H-011501,P-011501,,,,,1974.0,brick,148.0,1.0,True,130195.71
C-011503,P-011503,warehouse,B,2842222.82,138076.25,,,,,,
H-011504,P-011504,,,,,1967.0,concrete,69.0,2.0,True,61995.85
H-011505,P-011505,,,,,2020.0,concrete,93.0,1.0,False,97493.49
H-011507,P-011507,,,,,2015.0,brick,95.0,1.0,True,63681.96
H-011510,P-011510,,,,,2008.0,brick,203.0,2.0,False,146625.15
H-011513,P-011513,,,,,1975.0,concrete,149.0,1.0,True,118887.0
C-011514,P-011514,retail,A,2990607.16,1374316.02,,,,,,
H-011515,P-011515,,,,,2006.0,concrete,40.0,1.0,False,50251.53
H-011517,P-011517,,,,,2014.0,concrete,76.0,2.0,True,84105.9
H-011519,P-011519,,,,,1968.0,brick,103.0,2.0,True,88998.45
H-011520,P-011520,,,,,1998.0,concrete,107.0,1.0,True,103912.33
H-011522,P-011522,,,,,2006.0,brick,62.0,3.0,True,57813.69
H-011524,P-011524,,,,,2022.0,concrete,56.0,2.0,True,64195.96
H-011526,P-011526,,,,,1995.0,brick,107.0,1.0,False,94533.99
H-011528,P-011528,,,,,1998.0,concrete,119.0,3.0,False,96702.16
H-011529,P-011529,,,,,2019.0,concrete,100.0,1.0,True,106298.06
H-011531,P-011531,,,,,1991.0,brick,125.0,1.0,True,145112.0
H-011532,P-011532,,,,,1999.0,brick,103.0,2.0,False,93665.32
H-011535,P-011535,,,,,2010.0,wood,50.0,1.0,True,59414.43
C-011536,P-011536,office,B,4135875.98,1387812.44,,,,,,
H-011541,P-011541,,,,,2011.0,brick,106.0,2.0,True,91688.2
H-011542,P-011542,,,,,1990.0,brick,191.0,1.0,False,194459.99
H-011546,P-011546,,,,,1989.0,concrete,118.0,2.0,True,133409.92
H-011554,P-011554,,,,,2005.0,brick,92.0,1.0,False,59862.24
H-011556,P-011556,,,,,2005.0,concrete,70.0,2.0,True,54157.43
H-011557,P-011557,,,,,2003.0,concrete,193.0,2.0,False,182003.16
H-011558,P-011558,,,,,1982.0,concrete,136.0,1.0,False,148389.85
H-011560,P-011560,,,,,2012.0,concrete,158.0,2.0,True,148388.95
H-011562,P-011562,,,,,1980.0,concrete,132.0,2.0,False,117219.01
C-011566,P-011566,office,A,865010.07,1852187.92,,,,,,
C-011567,P-011567,office,A,575405.95,2206668.23,,,,,,
H-011572,P-011572,,,,,2019.0,concrete,92.0,2.0,False,80573.02
H-011573,P-011573,,,,,1983.0,brick,131.0,2.0,True,161643.49
C-011576,P-011576,warehouse,A,1006753.87,2467179.69,,,,,,
H-011577,P-011577,,,,,1996.0,brick,101.0,2.0,False,91805.81
C-011582,P-011582,office,C,1331665.75,294235.79,,,,,,
H-011585,P-011585,,,,,1966.0,brick,117.0,2.0,True,126192.55
H-011588,P-011588,,,,,1975.0,brick,85.0,2.0,False,94287.06
H-011589,P-011589,,,,,1998.0,brick,75.0,3.0,False,78370.15
H-011590,P-011590,,,,,1965.0,concrete,61.0,1.0,True,46499.42
C-011594,P-011594,office,None,2384270.34,282456.42,,,,,,
C-011595,P-011595,warehouse,B,829825.66,1136695.98,,,,,,
C-011599,P-011599,office,B,1105578.75,933175.85,,,,,,
C-011600,P-011600,office,A,1177191.52,319459.91,,,,,,
C-011602,P-011602,warehouse,C,1919970.99,2447378.85,,,,,,
H-011603,P-011603,,,,,1978.0,brick,107.0,2.0,True,89776.84
H-011607,P-011607,,,,,1966.0,concrete,105.0,2.0,True,103203.49
H-011608,P-011608,,,,,2017.0,brick,90.0,2.0,False,82427.04
H-011609,P-011609,,,,,1971.0,brick,124.0,1.0,True,106889.04
H-011610,P-011610,,,,,2020.0,concrete,116.0,1.0,False,97581.46
H-011611,P-011611,,,,,2010.0,concrete,112.0,2.0,False,76239.9
C-011616,P-011616,factory,None,211025.37,959207.62,,,,,,
H-011617,P-011617,,,,,1998.0,concrete,152.0,1.0,True,98548.41
C-011618,P-011618,warehouse,A,3422016.53,762708.7,,,,,,
C-011620,P-011620,warehouse,B,4414828.0,1157405.25,,,,,,
H-011621,P-011621,,,,,1985.0,brick,102.0,2.0,False,77249.75
H-011623,P-011623,,,,,2019.0,concrete,96.0,1.0,False,107938.29
C-011624,P-011624,office,A,2799649.74,2237406.31,,,,,,
H-011625,P-011625,,,,,1966.0,concrete,79.0,1.0,True,58963.73
H-011626,P-011626,,,,,1981.0,brick,65.0,2.0,True,41397.59
H-011629,P-011629,,,,,1972.0,brick,99.0,3.0,False,105133.18
H-011630,P-011630,,,,,2009.0,brick,199.0,2.0,False,180980.51
C-011631,P-011631,office,C,3824678.44,2350966.87,,,,,,
C-011632,P-011632,warehouse,B,4361064.68,1136918.69,,,,,,
H-011636,P-011636,,,,,1988.0,concrete,112.0,2.0,False,138532.93
H-011639,P-011639,,,,,1983.0,brick,154.0,3.0,True,157621.59
H-011641,P-011641,,,,,2023.0,brick,132.0,2.0,False,110447.51
H-011642,P-011642,,,,,2012.0,brick,126.0,2.0,False,79531.42
C-011643,P-011643,retail,None,1689403.9,1322822.22,,,,,,
H-011644,P-011644,,,,,1996.0,concrete,68.0,2.0,False,77689.83
H-011645,P-011645,,,,,1983.0,brick,69.0,1.0,True,84303.88
H-011647,P-011647,,,,,1999.0,brick,129.0,2.0,True,107282.34
H-011648,P-011648,,,,,1980.0,brick,72.0,2.0,False,69132.1
C-011650,P-011650,warehouse,B,2222100.51,871360.78,,,,,,
H-011651,P-011651,,,,,2017.0,concrete,91.0,2.0,True,82599.56
H-011654,P-011654,,,,,1988.0,concrete,62.0,1.0,False,36347.45
C-011656,P-011656,office,A,1174453.3,930222.91,,,,,,
H-011657,P-011657,,,,,1970.0,brick,90.0,1.0,True,67036.5
H-011658,P-011658,,,,,1967.0,brick,150.0,1.0,False,147392.61
C-011662,P-011662,retail,C,4806834.41,934289.87,,,,,,
H-011664,P-011664,,,,,1977.0,concrete,89.0,2.0,True,95993.94
H-011665,P-011665,,,,,2006.0,brick,106.0,2.0,True,97558.45
H-011667,P-011667,,,,,2021.0,concrete,93.0,2.0,False,72250.54
H-011669,P-011669,,,,,1971.0,concrete,105.0,1.0,True,134749.07
H-011670,P-011670,,,,,1995.0,brick,98.0,1.0,True,120925.63
H-011677,P-011677,,,,,1984.0,concrete,117.0,3.0,True,129862.48
H-011681,P-011681,,,,,2006.0,brick,108.0,3.0,False,80545.82
C-011682,P-011682,office,None,3109580.91,222760.63,,,,,,
H-011684,P-011684,,,,,2000.0,concrete,124.0,1.0,True,103717.53
H-011685,P-011685,,,,,1968.0,brick,83.0,1.0,True,86359.61
C-011687,P-011687,warehouse,C,3927933.81,2077613.53,,,,,,
H-011689,P-011689,,,,,1980.0,brick,168.0,2.0,True,145279.78
H-011690,P-011690,,,,,1981.0,concrete,153.0,2.0,True,138069.16
C-011691,P-011691,warehouse,C,4289067.54,2264605.77,,,,,,
C-011693,P-011693,retail,A,1331810.58,1186459.89,,,,,,
H-011699,P-011699,,,,,1998.0,brick,151.0,1.0,True,115701.1
H-011700,P-011700,,,,,2010.0,brick,165.0,2.0,True,121158.49
H-011703,P-011703,,,,,1987.0,brick,128.0,3.0,True,100553.75
C-011706,P-011706,factory,A,376186.2,2256909.1,,,,,,
H-011707,P-011707,,,,,1993.0,brick,114.0,3.0,True,101846.57
H-011711,P-011711,,,,,2000.0,brick,159.0,1.0,True,199870.49
H-011712,P-011712,,,,,2007.0,wood,62.0,2.0,True,67947.46
H-011717,P-011717,,,,,2019.0,brick,140.0,2.0,False,152903.62
H-011718,P-011718,,,,,2010.0,brick,90.0,2.0,False,81632.82
H-011719,P-011719,,,,,1975.0,concrete,82.0,1.0,True,74674.87
H-011720,P-011720,,,,,2003.0,brick,156.0,2.0,False,158088.45
H-011721,P-011721,,,,,2008.0,concrete,131.0,1.0,False,105430.28
C-011724,P-011724,warehouse,A,2111300.24,2068907.8,,,,,,
H-011725,P-011725,,,,,2008.0,brick,59.0,2.0,True,39386.23
H-011726,P-011726,,,,,1993.0,concrete,201.0,1.0,False,184346.22
H-011727,P-011727,,,,,1976.0,concrete,174.0,1.0,True,131150.79
H-011728,P-011728,,,,,2006.0,brick,131.0,2.0,False,104584.06
H-011729,P-011729,,,,,1974.0,brick,99.0,1.0,False,102272.24
C-011732,P-011732,office,B,435672.36,2061967.98,,,,,,
H-011733,P-011733,,,,,2023.0,wood,40.0,2.0,True,37410.21
H-011736,P-011736,,,,,2018.0,brick,186.0,1.0,False,147916.52
H-011740,P-011740,,,,,2017.0,concrete,115.0,1.0,True,144974.22
H-011743,P-011743,,,,,1971.0,brick,226.0,1.0,True,163033.61
H-011744,P-011744,,,,,1997.0,concrete,68.0,2.0,True,50795.8
H-011745,P-011745,,,,,2002.0,concrete,129.0,1.0,True,128431.71
H-011748,P-011748,,,,,2013.0,brick,85.0,1.0,False,86013.92
H-011749,P-011749,,,,,1995.0,brick,159.0,1.0,True,179734.04
H-011753,P-011753,,,,,1988.0,brick,75.0,2.0,True,60803.59
H-011754,P-011754,,,,,1972.0,brick,91.0,2.0,True,62604.88
H-011756,P-011756,,,,,1998.0,brick,130.0,1.0,True,89083.92
C-011758,P-011758,office,A,2236249.49,1682368.26,,,,,,
H-011760,P-011760,,,,,1987.0,brick,68.0,1.0,True,38612.37
H-011761,P-011761,,,,,2007.0,brick,109.0,1.0,False,95136.56
H-011762,P-011762,,,,,2007.0,concrete,97.0,2.0,True,115142.31
H-011772,P-011772,,,,,2021.0,brick,162.0,1.0,True,146188.87
H-011773,P-011773,,,,,1986.0,brick,100.0,1.0,True,103865.0
H-011774,P-011774,,,,,1993.0,brick,103.0,1.0,True,84604.16
H-011775,P-011775,,,,,1975.0,concrete,205.0,2.0,False,212470.33
H-011777,P-011777,,,,,2012.0,concrete,131.0,1.0,True,134898.06
H-011781,P-011781,,,,,1970.0,brick,118.0,2.0,False,116157.93
C-011784,P-011784,retail,B,2954526.83,2002373.04,,,,,,
C-011786,P-011786,retail,C,4466097.02,573413.52,,,,,,
H-011789,P-011789,,,,,1965.0,concrete,63.0,1.0,True,49926.94
H-011796,P-011796,,,,,1999.0,concrete,78.0,2.0,True,90101.59
H-011807,P-011807,,,,,2013.0,wood,69.0,1.0,False,81443.85
C-011809,P-011809,office,B,3551486.02,1068955.43,,,,,,
H-011811,P-011811,,,,,1974.0,concrete,100.0,2.0,True,90073.15
H-011812,P-011812,,,,,2008.0,brick,193.0,2.0,True,208184.92
H-011813,P-011813,,,,,1968.0,brick,87.0,2.0,False,86685.0
H-011818,P-011818,,,,,1980.0,concrete,85.0,1.0,False,90993.33
H-011819,P-011819,,,,,1991.0,brick,82.0,2.0,False,57708.96
H-011823,P-011823,,,,,2003.0,brick,143.0,2.0,True,127894.61
C-011825,P-011825,warehouse,B,2414480.93,100404.67,,,,,,
H-011826,P-011826,,,,,2014.0,brick,40.0,1.0,True,34024.72
H-011828,P-011828,,,,,1994.0,brick,87.0,2.0,False,76713.34
H-011832,P-011832,,,,,1967.0,brick,176.0,2.0,False,142260.52
H-011835,P-011835,,,,,1968.0,concrete,80.0,1.0,True,74485.75
H-011838,P-011838,,,,,2022.0,concrete,111.0,2.0,False,125051.51
H-011839,P-011839,,,,,1966.0,concrete,185.0,1.0,True,192861.68
H-011840,P-011840,,,,,2010.0,brick,133.0,2.0,True,137740.31
