unit_id,policy_id,personal_property_limit,roommates_count,building_type
R-009640,P-009640,25000.0,0,block
R-009643,P-009643,35000.0,1,house
R-009645,P-009645,25000.0,0,block
R-009663,P-009663,15000.0,2,house
R-009668,P-009668,15000.0,1,block
R-009674,P-009674,35000.0,2,block
R-009681,P-009681,25000.0,2,block
R-009686,P-009686,35000.0,1,block
R-009688,P-009688,25000.0,1,house
R-009693,P-009693,15000.0,0,block
R-009699,P-009699,15000.0,0,block
R-009715,P-009715,50000.0,1,block
R-009725,P-009725,25000.0,2,block
R-009727,P-009727,15000.0,2,block
R-009730,P-009730,15000.0,2,block
R-009732,P-009732,15000.0,1,block
R-009739,P-009739,25000.0,0,block
R-009744,P-009744,35000.0,2,block
R-009747,P-009747,25000.0,0,block
R-009750,P-009750,15000.0,0,block
R-009751,P-009751,15000.0,0,block
R-009760,P-009760,15000.0,2,block
R-009765,P-009765,50000.0,0,block
R-009778,P-009778,15000.0,2,block
R-009786,P-009786,50000.0,1,block
R-009793,P-009793,50000.0,0,block
R-009794,P-009794,50000.0,2,block
R-009802,P-009802,15000.0,2,block
R-009808,P-009808,15000.0,2,block
R-009809,P-009809,15000.0,1,block
R-009815,P-009815,15000.0,2,block
R-009848,P-009848,50000.0,1,block
R-009850,P-009850,25000.0,0,block
R-009859,P-009859,15000.0,2,block
R-009860,P-009860,25000.0,0,block
R-009865,P-009865,15000.0,1,block
R-009867,P-009867,35000.0,0,house
R-009868,P-009868,25000.0,0,block
R-009874,P-009874,25000.0,1,block
R-009875,P-009875,50000.0,2,block
R-009883,P-009883,35000.0,0,block
R-009885,P-009885,25000.0,1,block
R-009891,P-009891,25000.0,2,block
R-009892,P-009892,35000.0,1,block
R-009895,P-009895,25000.0,2,block
R-009928,P-009928,35000.0,2,block
R-009944,P-009944,15000.0,2,block
R-009953,P-009953,25000.0,2,block
R-009954,P-009954,15000.0,0,block
R-009955,P-009955,25000.0,1,block
R-009961,P-009961,35000.0,2,block
R-009968,P-009968,35000.0,2,block
R-009970,P-009970,35000.0,1,block
R-009974,P-009974,35000.0,0,block
R-009979,P-009979,25000.0,1,block
R-009982,P-009982,25000.0,2,block
R-010000,P-010000,25000.0,1,block
R-010004,P-010004,25000.0,1,block
R-010009,P-010009,25000.0,0,block
R-010014,P-010014,25000.0,0,block
R-010018,P-010018,25000.0,0,block
R-010022,P-010022,35000.0,1,house
R-010026,P-010026,50000.0,2,block
R-010035,P-010035,50000.0,2,block
R-010059,P-010059,25000.0,2,block
R-010060,P-010060,15000.0,2,block
R-010065,P-010065,50000.0,0,block
R-010070,P-010070,25000.0,0,block
R-010084,P-010084,25000.0,0,block
R-010090,P-010090,15000.0,1,house
R-010093,P-010093,25000.0,0,block
R-010097,P-010097,15000.0,2,block
R-010103,P-010103,25000.0,2,block
R-010106,P-010106,35000.0,1,house
R-010109,P-010109,25000.0,2,block
R-010116,P-010116,25000.0,0,block
R-010135,P-010135,50000.0,0,block
R-010143,P-010143,35000.0,2,block
R-010155,P-010155,15000.0,2,house
R-010156,P-010156,25000.0,0,block
R-010159,P-010159,25000.0,1,block
R-010162,P-010162,25000.0,1,block
R-010163,P-010163,15000.0,2,block
R-010165,P-010165,15000.0,0,block
R-010184,P-010184,15000.0,2,house
R-010196,P-010196,15000.0,2,block
R-010208,P-010208,25000.0,2,block
R-010209,P-010209,25000.0,2,block
R-010210,P-010210,25000.0,1,block
R-010217,P-010217,25000.0,2,block
R-010221,P-010221,15000.0,2,block
R-010222,P-010222,15000.0,2,block
R-010259,P-010259,25000.0,1,block
R-010260,P-010260,35000.0,1,block
R-010264,P-010264,15000.0,0,block
R-010267,P-010267,35000.0,1,block
R-010270,P-010270,35000.0,0,block
R-010278,P-010278,15000.0,0,block
R-010288,P-010288,35000.0,2,block
R-010291,P-010291,25000.0,0,block
R-010292,P-010292,25000.0,2,block
R-010300,P-010300,25000.0,1,block
R-010301,P-010301,25000.0,1,block
R-010310,P-010310,35000.0,2,block
R-010311,P-010311,35000.0,1,block
R-010319,P-010319,25000.0,2,block
R-010324,P-010324,35000.0,2,block
R-010326,P-010326,35000.0,2,block
R-010347,P-010347,35000.0,2,block
R-010352,P-010352,15000.0,2,block
R-010354,P-010354,25000.0,0,house
R-010363,P-010363,25000.0,2,block
R-010378,P-010378,35000.0,0,house
R-010383,P-010383,25000.0,0,block
R-010403,P-010403,25000.0,1,house
R-010406,P-010406,25000.0,1,house
R-010408,P-010408,35000.0,2,block
R-010416,P-010416,15000.0,0,block
R-010419,P-010419,25000.0,2,house
R-010420,P-010420,25000.0,0,block
R-010436,P-010436,25000.0,2,block
R-010444,P-010444,25000.0,2,block
R-010453,P-010453,25000.0,2,block
R-010454,P-010454,15000.0,1,block
R-010456,P-010456,25000.0,2,block
R-010460,P-010460,25000.0,2,block
R-010505,P-010505,25000.0,1,block
R-010511,P-010511,25000.0,1,block
R-010512,P-010512,25000.0,1,house
R-010515,P-010515,50000.0,1,house
R-010520,P-010520,25000.0,0,block
R-010523,P-010523,25000.0,2,house
R-010525,P-010525,35000.0,0,block
R-010547,P-010547,50000.0,2,house
R-010551,P-010551,15000.0,2,block
R-010570,P-010570,35000.0,1,block
R-010572,P-010572,25000.0,0,block
R-010575,P-010575,15000.0,2,block
R-010577,P-010577,25000.0,0,house
R-010581,P-010581,35000.0,2,block
R-010592,P-010592,15000.0,2,block
R-010603,P-010603,15000.0,0,block
R-010604,P-010604,35000.0,2,house
R-010607,P-010607,15000.0,2,block
R-010613,P-010613,25000.0,0,block
R-010622,P-010622,25000.0,1,block
R-010648,P-010648,15000.0,1,block
R-010670,P-010670,25000.0,2,block
R-010674,P-010674,25000.0,0,house
R-010685,P-010685,25000.0,0,block
R-010686,P-010686,25000.0,0,block
R-010703,P-010703,15000.0,0,block
R-010706,P-010706,35000.0,0,block
R-010710,P-010710,25000.0,2,block
R-010721,P-010721,25000.0,0,block
R-010736,P-010736,15000.0,0,house
R-010763,P-010763,15000.0,0,block
R-010767,P-010767,50000.0,0,block
R-010779,P-010779,15000.0,1,block
R-010782,P-010782,25000.0,0,block
R-010783,P-010783,35000.0,2,block
R-010786,P-010786,15000.0,2,block
R-010793,P-010793,25000.0,2,block
R-010797,P-010797,35000.0,0,block
R-010807,P-010807,15000.0,2,house
R-010819,P-010819,25000.0,0,block
R-010824,P-010824,35000.0,2,house
R-010829,P-010829,25000.0,1,block
R-010830,P-010830,35000.0,2,house
R-010833,P-010833,15000.0,2,block
R-010854,P-010854,15000.0,0,block
R-010863,P-010863,25000.0,0,house
R-010865,P-010865,25000.0,1,block
R-010869,P-010869,35000.0,1,block
R-010870,P-010870,35000.0,1,block
R-010876,P-010876,15000.0,2,block
R-010883,P-010883,25000.0,2,block
R-010895,P-010895,25000.0,0,block
R-010898,P-010898,35000.0,1,block
R-010904,P-010904,25000.0,2,block
R-010905,P-010905,15000.0,1,block
R-010914,P-010914,25000.0,2,house
R-010921,P-010921,25000.0,0,block
R-010931,P-010931,15000.0,0,house
R-010943,P-010943,25000.0,0,block
R-010944,P-010944,50000.0,1,block
R-010947,P-010947,35000.0,1,block
R-010948,P-010948,15000.0,1,block
R-010953,P-010953,15000.0,2,block
R-010955,P-010955,25000.0,0,block
R-010971,P-010971,15000.0,1,block
R-010979,P-010979,50000.0,0,block
R-010985,P-010985,25000.0,0,block
R-010987,P-010987,25000.0,2,block
R-011007,P-011007,25000.0,1,house
R-011013,P-011013,25000.0,2,block
R-011015,P-011015,25000.0,2,block
R-011028,P-011028,25000.0,2,block
R-011030,P-011030,15000.0,2,block
R-011041,P-011041,15000.0,0,house
R-011044,P-011044,15000.0,2,block
R-011055,P-011055,25000.0,0,house
R-011060,P-011060,25000.0,1,block
R-011062,P-011062,35000.0,1,block
R-011064,P-011064,35000.0,1,block
R-011069,P-011069,25000.0,0,block
R-011081,P-011081,25000.0,0,block
R-011087,P-011087,15000.0,2,block
R-011090,P-011090,25000.0,1,block
R-011094,P-011094,15000.0,0,block
R-011107,P-011107,25000.0,0,block
R-011114,P-011114,15000.0,2,block
R-011120,P-011120,15000.0,1,block
R-011153,P-011153,25000.0,2,house
R-011158,P-011158,35000.0,2,block
R-011162,P-011162,15000.0,2,block
R-011169,P-011169,35000.0,2,house
R-011193,P-011193,35000.0,0,house
R-011195,P-011195,25000.0,0,house
R-011200,P-011200,35000.0,1,block
R-011208,P-011208,35000.0,1,block
R-011216,P-011216,50000.0,0,block
R-011218,P-011218,15000.0,1,block
R-011223,P-011223,15000.0,1,block
R-011227,P-011227,50000.0,1,block
R-011232,P-011232,25000.0,2,block
R-011234,P-011234,25000.0,1,block
R-011247,P-011247,15000.0,2,block
R-011250,P-011250,35000.0,1,block
R-011260,P-011260,35000.0,2,block
R-011269,P-011269,50000.0,0,block
R-011292,P-011292,15000.0,1,house
R-011298,P-011298,25000.0,2,block
R-011315,P-011315,35000.0,0,block
R-011317,P-011317,25000.0,0,block
R-011318,P-011318,25000.0,0,block
R-011322,P-011322,35000.0,2,house
R-011329,P-011329,25000.0,2,block
R-011346,P-011346,25000.0,2,block
R-011356,P-011356,35000.0,0,block
R-011361,P-011361,25000.0,1,house
R-011364,P-011364,25000.0,1,block
R-011365,P-011365,25000.0,2,block
R-011372,P-011372,25000.0,1,block
R-011374,P-011374,15000.0,0,block
R-011386,P-011386,35000.0,0,block
R-011388,P-011388,25000.0,1,block
R-011395,P-011395,50000.0,0,block
R-011400,P-011400,25000.0,0,block
R-011401,P-011401,35000.0,2,block
R-011405,P-011405,25000.0,2,block
R-011407,P-011407,35000.0,2,house
R-011413,P-011413,35000.0,2,block
R-011427,P-011427,15000.0,2,block
R-011431,P-011431,35000.0,1,block
R-011435,P-011435,50000.0,0,block
R-011444,P-011444,35000.0,1,house
R-011448,P-011448,25000.0,0,block
R-011454,P-011454,25000.0,1,block
R-011455,P-011455,25000.0,0,block
R-011468,P-011468,35000.0,0,block
R-011480,P-011480,35000.0,0,block
R-011493,P-011493,35000.0,0,block
R-011497,P-011497,50000.0,0,house
R-011502,P-011502,25000.0,1,block
R-011509,P-011509,35000.0,2,block
R-011525,P-011525,25000.0,1,block
R-011527,P-011527,35000.0,2,block
R-011537,P-011537,35000.0,0,block
R-011548,P-011548,35000.0,1,block
R-011549,P-011549,25000.0,2,block
R-011553,P-011553,15000.0,2,block
R-011561,P-011561,25000.0,0,block
R-011563,P-011563,25000.0,0,block
R-011565,P-011565,35000.0,0,block
R-011570,P-011570,25000.0,0,block
R-011579,P-011579,35000.0,2,block
R-011580,P-011580,35000.0,0,block
R-011583,P-011583,25000.0,1,block
R-011601,P-011601,25000.0,1,block
R-011604,P-011604,25000.0,1,block
R-011606,P-011606,25000.0,2,block
R-011613,P-011613,15000.0,2,block
R-011614,P-011614,25000.0,0,block
R-011633,P-011633,15000.0,1,house
R-011638,P-011638,50000.0,1,block
R-011679,P-011679,35000.0,0,block
R-011683,P-011683,35000.0,1,house
R-011713,P-011713,25000.0,1,block
R-011730,P-011730,35000.0,0,block
R-011741,P-011741,25000.0,2,block
R-011747,P-011747,15000.0,1,block
R-011751,P-011751,25000.0,2,block
R-011768,P-011768,25000.0,1,block
R-011769,P-011769,25000.0,0,block
R-011779,P-011779,25000.0,2,block
R-011782,P-011782,15000.0,0,block
R-011791,P-011791,25000.0,0,block
R-011802,P-011802,25000.0,0,block
R-011804,P-011804,25000.0,2,block
R-011808,P-011808,25000.0,2,house
R-011810,P-011810,35000.0,2,block
R-011821,P-011821,35000.0,0,block
R-011824,P-011824,15000.0,2,block
R-011829,P-011829,35000.0,0,block
R-011834,P-011834,35000.0,1,house
R-011845,P-011845,25000.0,2,block
R-011848,P-011848,15000.0,2,block
R-011850,P-011850,25000.0,2,block
R-011861,P-011861,50000.0,2,house
R-011880,P-011880,35000.0,1,block
R-011885,P-011885,15000.0,0,block
R-011891,P-011891,25000.0,2,block
R-011898,P-011898,25000.0,0,block
R-011903,P-011903,35000.0,1,block
R-011911,P-011911,25000.0,2,block
R-011923,P-011923,15000.0,0,block
R-011927,P-011927,35000.0,0,block
R-011942,P-011942,35000.0,1,block
R-011944,P-011944,25000.0,1,block
R-011951,P-011951,25000.0,2,block
R-011954,P-011954,25000.0,0,block
R-011965,P-011965,25000.0,0,block
R-011967,P-011967,25000.0,0,block
R-011978,P-011978,15000.0,0,block
R-011983,P-011983,25000.0,0,block
R-011985,P-011985,25000.0,0,block
R-011995,P-011995,25000.0,1,house
R-011999,P-011999,35000.0,1,house
R-012000,P-012000,35000.0,2,house
R-012002,P-012002,35000.0,2,house
R-012004,P-012004,35000.0,2,house
R-012005,P-012005,15000.0,1,block
R-012010,P-012010,35000.0,2,block
R-012012,P-012012,25000.0,1,house
R-012015,P-012015,25000.0,1,block
R-012023,P-012023,50000.0,0,house
R-012026,P-012026,25000.0,1,block
R-012027,P-012027,25000.0,1,house
R-012028,P-012028,15000.0,0,block
R-012030,P-012030,15000.0,2,block
R-012032,P-012032,35000.0,1,block
R-012040,P-012040,35000.0,0,block
R-012043,P-012043,15000.0,0,block
R-012044,P-012044,35000.0,0,block
R-012048,P-012048,15000.0,1,house
R-012075,P-012075,50000.0,1,house
R-012077,P-012077,35000.0,1,block
R-012080,P-012080,25000.0,1,block
R-012084,P-012084,15000.0,1,house
R-012088,P-012088,15000.0,1,block
R-012116,P-012116,35000.0,2,block
R-012136,P-012136,25000.0,0,block
R-012147,P-012147,50000.0,2,block
R-012167,P-012167,25000.0,0,block
R-012197,P-012197,15000.0,2,block
R-012198,P-012198,35000.0,1,block
R-012199,P-012199,35000.0,2,house
R-012213,P-012213,35000.0,2,house
R-012220,P-012220,25000.0,2,block
R-012237,P-012237,50000.0,1,block
R-012239,P-012239,15000.0,2,block
R-012244,P-012244,15000.0,1,house
R-012250,P-012250,35000.0,1,block
R-012254,P-012254,15000.0,0,block
R-012255,P-012255,25000.0,2,house
R-012263,P-012263,25000.0,0,block
R-012276,P-012276,25000.0,2,block
R-012286,P-012286,50000.0,2,block
R-012290,P-012290,15000.0,2,block
R-012293,P-012293,15000.0,2,block
R-012303,P-012303,15000.0,0,block
R-012309,P-012309,35000.0,1,block
R-012316,P-012316,35000.0,0,block
R-012319,P-012319,25000.0,2,block
R-012320,P-012320,35000.0,0,block
R-012334,P-012334,15000.0,0,house
R-012338,P-012338,25000.0,2,block
R-012339,P-012339,15000.0,2,block
R-012343,P-012343,25000.0,2,block
R-012344,P-012344,35000.0,2,house
R-012350,P-012350,50000.0,0,block
R-012352,P-012352,25000.0,2,block
R-012363,P-012363,25000.0,1,block
R-012374,P-012374,25000.0,0,block
R-012388,P-012388,25000.0,1,block
R-012392,P-012392,35000.0,2,house
R-012399,P-012399,50000.0,1,block
R-012410,P-012410,35000.0,0,block
R-012414,P-012414,25000.0,1,block
R-012417,P-012417,25000.0,0,block
R-012422,P-012422,15000.0,2,house
R-012423,P-012423,25000.0,0,block
R-012430,P-012430,15000.0,2,house
R-012434,P-012434,15000.0,2,block
R-012446,P-012446,35000.0,2,block
R-012452,P-012452,25000.0,2,block
R-012463,P-012463,35000.0,2,block
R-012465,P-012465,25000.0,1,house
R-012467,P-012467,25000.0,2,block
R-012487,P-012487,15000.0,2,block
R-012492,P-012492,15000.0,2,block
R-012498,P-012498,35000.0,2,block
R-012501,P-012501,25000.0,0,block
R-012502,P-012502,15000.0,0,block
R-012507,P-012507,50000.0,2,block
R-012509,P-012509,35000.0,2,block
R-012510,P-012510,25000.0,2,block
R-012511,P-012511,15000.0,1,house
R-012514,P-012514,25000.0,2,block
R-012530,P-012530,25000.0,2,block
R-012539,P-012539,15000.0,2,block
R-012559,P-012559,15000.0,1,block
R-012563,P-012563,25000.0,2,block
R-012571,P-012571,25000.0,1,block
R-012577,P-012577,50000.0,2,block
R-012578,P-012578,15000.0,0,block
R-012579,P-012579,50000.0,2,house
R-012582,P-012582,50000.0,2,block
R-012583,P-012583,15000.0,1,block
R-012584,P-012584,25000.0,0,block
R-012608,P-012608,15000.0,1,block
R-012611,P-012611,35000.0,2,house
R-012615,P-012615,50000.0,2,block
R-012631,P-012631,15000.0,1,block
R-012632,P-012632,25000.0,0,block
R-012635,P-012635,25000.0,1,block
R-012639,P-012639,25000.0,0,block
R-012641,P-012641,25000.0,1,block
R-012643,P-012643,25000.0,2,block
R-012651,P-012651,25000.0,1,block
R-012656,P-012656,15000.0,2,block
R-012663,P-012663,15000.0,1,block
R-012669,P-012669,25000.0,1,block
R-012688,P-012688,25000.0,1,block
R-012713,P-012713,35000.0,2,block
R-012714,P-012714,35000.0,1,block
R-012717,P-012717,25000.0,1,block
R-012723,P-012723,15000.0,0,block
R-012730,P-012730,15000.0,0,block
R-012731,P-012731,25000.0,0,block
R-012737,P-012737,25000.0,1,block
R-012738,P-012738,25000.0,1,house
R-012749,P-012749,35000.0,1,block
R-012750,P-012750,15000.0,0,block
R-012769,P-012769,25000.0,0,house
R-012795,P-012795,25000.0,0,block
R-012799,P-012799,25000.0,0,block
R-012800,P-012800,35000.0,1,block
R-012845,P-012845,35000.0,1,block
R-012849,P-012849,25000.0,2,block
R-012874,P-012874,25000.0,1,block
R-012877,P-012877,25000.0,1,block
R-012885,P-012885,25000.0,0,block
R-012902,P-012902,15000.0,0,block
R-012905,P-012905,35000.0,0,block
R-012915,P-012915,25000.0,0,block
R-012921,P-012921,25000.0,0,block
R-012926,P-012926,25000.0,2,block
R-012927,P-012927,35000.0,1,block
R-012936,P-012936,35000.0,1,block
R-012938,P-012938,15000.0,2,block
R-012953,P-012953,35000.0,1,house
R-012954,P-012954,25000.0,0,block
R-012960,P-012960,15000.0,1,block
R-012978,P-012978,35000.0,2,block
R-012991,P-012991,50000.0,1,block
R-012995,P-012995,25000.0,0,block
R-012996,P-012996,25000.0,1,block
R-013002,P-013002,25000.0,1,block
R-013006,P-013006,35000.0,1,block
R-013008,P-013008,25000.0,0,house
R-013017,P-013017,50000.0,0,block
R-013038,P-013038,25000.0,2,block
R-013043,P-013043,35000.0,1,block
R-013047,P-013047,25000.0,1,block
R-013067,P-013067,25000.0,0,block
R-013076,P-013076,25000.0,2,block
R-013077,P-013077,25000.0,2,house
R-013084,P-013084,15000.0,2,block
R-013088,P-013088,25000.0,0,block
R-013109,P-013109,15000.0,2,block
R-013115,P-013115,50000.0,0,block
R-013121,P-013121,35000.0,2,house
R-013126,P-013126,35000.0,1,block
R-013133,P-013133,25000.0,0,block
R-013134,P-013134,50000.0,2,block
R-013142,P-013142,25000.0,1,block
R-013143,P-013143,50000.0,1,block
R-013152,P-013152,15000.0,1,block
R-013157,P-013157,25000.0,2,block
R-013177,P-013177,25000.0,0,block
R-013181,P-013181,15000.0,2,house
R-013187,P-013187,25000.0,2,house
R-013191,P-013191,25000.0,2,house
R-013223,P-013223,25000.0,1,block
R-013225,P-013225,25000.0,1,block
R-013252,P-013252,25000.0,1,block
R-013257,P-013257,35000.0,1,block
R-013262,P-013262,15000.0,2,block
R-013263,P-013263,25000.0,2,block
R-013264,P-013264,15000.0,2,house
R-013271,P-013271,25000.0,0,block
R-013281,P-013281,35000.0,1,block
R-013292,P-013292,25000.0,1,block
R-013294,P-013294,25000.0,0,block
R-013295,P-013295,25000.0,0,block
R-013296,P-013296,35000.0,1,block
R-013301,P-013301,25000.0,2,block
R-013307,P-013307,35000.0,1,block
R-013322,P-013322,15000.0,0,house
R-013325,P-013325,35000.0,0,block
R-013338,P-013338,50000.0,1,block
R-013343,P-013343,15000.0,2,block
R-013345,P-013345,25000.0,1,house
R-013353,P-013353,50000.0,2,block
R-013372,P-013372,15000.0,2,block
R-013375,P-013375,25000.0,2,block
R-013384,P-013384,25000.0,1,house
R-013389,P-013389,25000.0,2,house
R-013390,P-013390,15000.0,0,block
R-013392,P-013392,15000.0,1,block
R-013397,P-013397,15000.0,1,house
R-013407,P-013407,25000.0,2,house
R-013408,P-013408,35000.0,2,block
R-013411,P-013411,25000.0,2,block
R-013420,P-013420,25000.0,1,block
R-013421,P-013421,25000.0,0,block
R-013423,P-013423,15000.0,0,block
R-013427,P-013427,15000.0,2,block
R-013448,P-013448,35000.0,2,block
R-013461,P-013461,25000.0,2,block
R-013467,P-013467,35000.0,0,block
R-013473,P-013473,15000.0,0,block
R-013476,P-013476,35000.0,1,house
R-013480,P-013480,35000.0,2,block
R-013488,P-013488,50000.0,0,block
R-013492,P-013492,25000.0,1,block
R-013508,P-013508,15000.0,2,house
R-013517,P-013517,25000.0,1,block
R-013519,P-013519,35000.0,2,block
R-013520,P-013520,25000.0,2,house
R-013523,P-013523,35000.0,0,house
R-013531,P-013531,50000.0,1,block
R-013536,P-013536,15000.0,2,block
R-013539,P-013539,25000.0,0,block
R-013547,P-013547,15000.0,0,block
R-013552,P-013552,35000.0,0,block
R-013555,P-013555,35000.0,0,block
R-013558,P-013558,15000.0,0,house
R-013563,P-013563,25000.0,2,block
R-013564,P-013564,25000.0,2,block
R-013567,P-013567,50000.0,1,house
R-013574,P-013574,15000.0,2,block
R-013584,P-013584,25000.0,1,block
R-013591,P-013591,25000.0,2,house
R-013597,P-013597,50000.0,2,block
R-013616,P-013616,50000.0,0,block
R-013619,P-013619,50000.0,2,house
R-013656,P-013656,25000.0,1,block
R-013661,P-013661,25000.0,2,block
R-013679,P-013679,15000.0,0,block
R-013682,P-013682,15000.0,2,house
R-013699,P-013699,35000.0,0,block
R-013701,P-013701,35000.0,1,block
R-013704,P-013704,25000.0,0,house
R-013714,P-013714,15000.0,0,block
R-013717,P-013717,35000.0,1,block
R-013727,P-013727,50000.0,1,block
R-013732,P-013732,15000.0,0,block
R-013738,P-013738,25000.0,1,block
R-013744,P-013744,35000.0,2,block
R-013745,P-013745,15000.0,0,block
R-013748,P-013748,25000.0,1,block
R-013752,P-013752,35000.0,0,house
R-013764,P-013764,15000.0,0,block
R-013767,P-013767,25000.0,2,block
R-013772,P-013772,15000.0,0,block
R-013790,P-013790,35000.0,2,block
R-013793,P-013793,25000.0,2,block
R-013800,P-013800,25000.0,2,block
R-013801,P-013801,25000.0,0,house
R-013819,P-013819,35000.0,2,house
R-013823,P-013823,35000.0,0,house
R-013829,P-013829,35000.0,2,block
R-013836,P-013836,15000.0,2,block
R-013841,P-013841,15000.0,1,house
R-013844,P-013844,25000.0,0,block
R-013852,P-013852,25000.0,2,block
R-013880,P-013880,15000.0,2,block
R-013886,P-013886,25000.0,0,house
R-013891,P-013891,25000.0,0,house
R-013893,P-013893,25000.0,0,house
R-013896,P-013896,15000.0,0,block
R-013898,P-013898,35000.0,1,block
R-013901,P-013901,50000.0,0,block
R-013930,P-013930,15000.0,0,block
R-013931,P-013931,15000.0,2,block
R-013934,P-013934,15000.0,0,block
R-013937,P-013937,50000.0,1,block
R-013956,P-013956,25000.0,1,block
R-013968,P-013968,35000.0,1,block
R-013974,P-013974,15000.0,0,house
R-013983,P-013983,25000.0,0,block
R-013990,P-013990,15000.0,1,block
R-013991,P-013991,25000.0,1,block
R-013993,P-013993,35000.0,0,block
R-014001,P-014001,25000.0,1,house
R-014007,P-014007,35000.0,1,block
R-014008,P-014008,35000.0,2,house
R-014009,P-014009,35000.0,1,block
R-014018,P-014018,25000.0,1,house
R-014027,P-014027,25000.0,0,block
R-014029,P-014029,15000.0,1,block
R-014037,P-014037,25000.0,2,block
R-014038,P-014038,25000.0,1,block
R-014041,P-014041,35000.0,2,block
R-014050,P-014050,25000.0,0,block
R-014063,P-014063,25000.0,1,block
R-014073,P-014073,50000.0,2,block
R-014076,P-014076,15000.0,0,house
R-014080,P-014080,50000.0,1,block
R-014082,P-014082,15000.0,0,block
R-014087,P-014087,15000.0,0,house
R-014099,P-014099,25000.0,1,block
R-014104,P-014104,35000.0,2,block
R-014105,P-014105,25000.0,0,block
R-014106,P-014106,15000.0,0,block
R-014107,P-014107,15000.0,0,block
R-014117,P-014117,25000.0,1,house
R-014118,P-014118,25000.0,2,house
R-014126,P-014126,25000.0,2,block
R-014133,P-014133,35000.0,2,block
R-014142,P-014142,15000.0,0,block
R-014146,P-014146,25000.0,1,block
R-014150,P-014150,50000.0,0,block
R-014180,P-014180,15000.0,0,house
R-014184,P-014184,25000.0,1,house
R-014192,P-014192,15000.0,0,block
R-014194,P-014194,15000.0,2,block
R-014214,P-014214,15000.0,2,block
R-014221,P-014221,25000.0,1,block
R-014249,P-014249,35000.0,1,block
R-014251,P-014251,15000.0,2,block
R-014256,P-014256,25000.0,2,block
R-014271,P-014271,25000.0,2,block
R-014285,P-014285,25000.0,0,house
R-014300,P-014300,15000.0,2,block
R-014301,P-014301,35000.0,0,block
R-014310,P-014310,35000.0,2,block
R-014326,P-014326,35000.0,0,block
R-014336,P-014336,25000.0,1,block
R-014340,P-014340,15000.0,2,block
R-014345,P-014345,25000.0,0,block
R-014349,P-014349,15000.0,2,house
R-014363,P-014363,35000.0,2,block
R-014367,P-014367,25000.0,2,block
R-014375,P-014375,15000.0,1,block
R-014380,P-014380,25000.0,2,house
R-014381,P-014381,25000.0,0,block
R-014384,P-014384,35000.0,1,block
R-014386,P-014386,25000.0,2,block
R-014388,P-014388,25000.0,2,block
R-014389,P-014389,25000.0,2,block
R-014391,P-014391,25000.0,0,house
R-014393,P-014393,25000.0,1,block
R-014397,P-014397,35000.0,2,block
R-014400,P-014400,15000.0,0,block
R-014404,P-014404,35000.0,0,block
R-014406,P-014406,15000.0,0,block
R-014422,P-014422,25000.0,1,block
R-014424,P-014424,50000.0,0,block
R-014425,P-014425,25000.0,1,block
R-014434,P-014434,35000.0,0,block
R-014448,P-014448,35000.0,0,block
R-014450,P-014450,25000.0,2,house
R-014455,P-014455,15000.0,2,block
R-014456,P-014456,25000.0,1,block
R-014500,P-014500,15000.0,2,block
R-014507,P-014507,15000.0,2,block
R-014523,P-014523,25000.0,1,block
R-014527,P-014527,25000.0,1,block
R-014529,P-014529,25000.0,1,block
R-014534,P-014534,35000.0,1,block
R-014549,P-014549,15000.0,1,block
R-014556,P-014556,35000.0,2,block
R-014561,P-014561,35000.0,2,house
R-014562,P-014562,25000.0,0,block
R-014573,P-014573,15000.0,0,house
R-014594,P-014594,25000.0,2,block
R-014601,P-014601,15000.0,1,house
R-014606,P-014606,25000.0,0,block
R-014615,P-014615,35000.0,2,block
R-014622,P-014622,25000.0,1,house
R-014624,P-014624,25000.0,1,block
R-014626,P-014626,15000.0,1,block
R-014635,P-014635,25000.0,0,block
R-014637,P-014637,25000.0,0,house
R-014639,P-014639,35000.0,0,house
R-014644,P-014644,35000.0,1,house
R-014647,P-014647,25000.0,1,block
R-014652,P-014652,15000.0,1,block
R-014653,P-014653,35000.0,0,house
R-014659,P-014659,25000.0,1,block
R-014681,P-014681,15000.0,0,block
R-014690,P-014690,25000.0,1,block
R-014704,P-014704,25000.0,2,block
R-014705,P-014705,25000.0,0,house
R-014712,P-014712,25000.0,2,block
R-014719,P-014719,15000.0,1,block
R-014726,P-014726,35000.0,0,block
R-014727,P-014727,15000.0,1,block
R-014728,P-014728,35000.0,1,block
R-014729,P-014729,15000.0,0,block
R-014737,P-014737,25000.0,1,block
R-014739,P-014739,15000.0,0,block
R-014741,P-014741,25000.0,2,block
R-014753,P-014753,25000.0,1,block
R-014757,P-014757,25000.0,0,house
R-014762,P-014762,25000.0,2,block
R-014771,P-014771,25000.0,1,block
R-014784,P-014784,25000.0,0,house
R-014794,P-014794,15000.0,0,block
R-014797,P-014797,25000.0,0,block
R-014809,P-014809,25000.0,1,block
R-014818,P-014818,35000.0,0,house
R-014821,P-014821,50000.0,0,block
R-014829,P-014829,35000.0,2,block
R-014834,P-014834,25000.0,0,block
R-014847,P-014847,15000.0,2,house
R-014848,P-014848,25000.0,1,block
R-014849,P-014849,15000.0,1,house
R-014851,P-014851,50000.0,0,house
R-014853,P-014853,50000.0,1,block
R-014857,P-014857,25000.0,1,house
